School,Program,Date_Added,Decision_Detail,Season,Status,GPA,GRE,Comment
University Of Toronto,Mechanical and Industrial Engineering,"April 14, 2022",Wait listed on 14 Apr,Fall 2022,International,4.00,,"did anyone's application move to ""under review""? , mine is still submitted."
University Of Toronto,Mechanical Engineering,"April 13, 2022",Wait listed on 13 Apr,Fall 2022,International,4.00,,"If anyone at all gets an update on their Meng Mechanical engineering program, Please put a comment. It's been more than 4 months since I applied and haven't got any notification from them."
University Of Toronto,Electrical And Computer Engineering,"April 13, 2022",Accepted on 11 Apr,Fall 2022,International,3.65,GRE 170 | GRE V 151,
University Of Toronto,Civil Engineering,"April 13, 2022",Wait listed on 13 Apr,Fall 2022,International,,,Did anyone receive anything from the department regarding the MASc decisions? I have seen that (from the previous years' posts) they usually send out the rejections on the 15th of April. So I wonder if anyone has gotten accepted by now. Thanks in advance!
University Of Toronto,Global Affairs,"April 12, 2022",Accepted on 12 Apr,Fall 2022,International,3.81,,
University Of Toronto,Information,"April 12, 2022",Rejected on 12 Apr,Fall 2022,International,,,"UXD stream, international applicant, submitted my application on 4th March. Outcome as expected - heard they have 1,600 applicants this year."
University Of Toronto,Adult Education & Community Development,"April 07, 2022",Accepted on 7 Apr,Fall 2022,International,3.70,,Canadian. Received email to check application status page.
University Of Toronto,Urban And Regional Planning,"April 07, 2022",Accepted on 29 Mar,Fall 2022,International,3.90,,"Domestic student. My GPA stated is for Fall 2021 semester. Did internships, volunteering, clubs, and unrelated work during my undergrad. Received an email that there was an update to my SGS Portal. Usual $5k funding package. I accepted on April 4th."
University Of Toronto,Developmental Psychology,"April 07, 2022",Accepted on 7 Apr,Fall 2022,International,3.77,,"Canadian applicant from McGill. Email to check portal, acceptance letter uploaded. MEd. program"
University Of Toronto,Information,"April 07, 2022",Accepted on 6 Apr,Fall 2022,International,,,Have anyone else had the experience of applying to the combined degree program (MI and MMSt) but only got admitted into MI?
University Of Toronto,Science Of Applied Computing (MScAC),"April 06, 2022",Accepted on 6 Apr,Fall 2022,International,3.85,,Domestic Student. Undergrad from RU. One capstone research project. Interviewed on Mar28.
University Of Toronto,Science Of Applied Computing (MScAC),"April 06, 2022",Accepted on 6 Apr,Fall 2022,International,3.85,,Domestic Student. Undergrad from RU. One capstone research project. Interviewed on Mar28.
University Of Toronto,Clinical And Counselling Psychology,"April 06, 2022",Rejected on 6 Apr,Fall 2022,International,,,Canadian applicant. Email to check portal. Didn't interview so not surprised
University Of Toronto,MA In Counselling And Clinical Psychology,"April 06, 2022",Rejected on 6 Apr,Fall 2022,International,3.00,,"Canadian applicant. Was expecting this, my research statement was done last minute and didn't get an interview. Had extensive work, volunteer, and research experience."
University Of Toronto,Clinical And Counselling Psychology,"April 06, 2022",Rejected on 6 Apr,Fall 2022,International,3.88,,Domestic Canadian student. 200+ volunteer hours and finishing up undergrad currently. I heard the acceptance rate was about 1% so I had low expectations for this. Congrats to anyone who got in :) !!
University Of Toronto - OISE,School/Clinical Child Psychology,"April 06, 2022",Rejected on 6 Apr,Fall 2022,International,4.00,,"Domestic applicant. Got an email notification to check portal. First time applying straight after undergrad ; however, got accepted to my first choice so not too upset. Supervisor's research was not completely parallel with my interests so that would be a huge factor as to why I was rejected. Congrats to everyone who got accepted!"
University Of Toronto,MEd Counselling And Psychotherapy OISE,"April 06, 2022",Rejected on 6 Apr,Spring 2022,International,3.87,,Canadian. Email to check portal.
University Of Toronto,Child Studies,"April 06, 2022",Rejected on 6 Apr,Fall 2022,International,,,"Canadian Applicant, got email to check portal for change of status. Generic rejection letter. So upset that it took them this long to send an answer; anyone else still waiting on other OISE responses?"
University Of Toronto,Architecture - Advanced Standing,"April 06, 2022",Rejected on 29 Mar,Fall 2022,International,4.00,,
University Of Toronto,Counselling And Clinical Psychology OISE,"April 06, 2022",Rejected on 6 Apr,Fall 2022,International,,,Canadian Applicant. Email for update on portal
University Of Toronto,Nursing - Clinical Nursing,"April 05, 2022",Accepted on 5 Apr,Fall 2022,International,3.86,,Domestic student. Email indicating status update. Accept package on application website.
University Of Toronto,Higher Education,"April 05, 2022",Wait listed on 4 Apr,Fall 2022,International,,,MEd
University Of Toronto,MIRHR,"April 05, 2022",Accepted on 5 Apr,Fall 2022,International,3.75,,International applicant. Got 2+ years of experience in HR from multinational companies.
University Of Toronto,Student Development And Student Services In Higher Education,"April 03, 2022",Accepted on 3 Apr,Fall 2022,International,3.70,,
University Of Toronto,Nursing,"April 03, 2022",Accepted on 31 Mar,Fall 2022,International,,,Domestic student. Adult focus stream.
University Of Toronto,Architecture,"April 02, 2022",Accepted on 18 Mar,Fall 2022,International,3.50,,Accepted into the 3 year MArch program.
University Of Toronto,Architecture,"April 01, 2022",Accepted on 10 Mar,Fall 2022,International,,,Canadian applicant with stacked CV
University Of Toronto,Applied Computing (MScAC),"April 01, 2022",Accepted on 23 Mar,Fall 2022,International,3.80,,"Domestic student. Applied to the Data Science concentration. Interviewed mid-March, received an offer a week later (was notified by email of a status update). CS major, 3.8 CGPA, 3.9 last two years, many relevant upper-year courses in AI/ML/DS and statistics. One year work experience as a data scientist, several research experiences and projects (no publications), and a couple other co-op work terms. Strong LORs (2 academic, 1 professional). Thrilled to be attending!"
University Of Toronto,School/Clinical Child Psychology,"April 01, 2022",Wait listed on 1 Apr,Fall 2022,International,,,"IGNORE STATUS - to the poster below (sorry I can't comment), I applied to the SCCP program which normally sends out their admissions letters at the same time as CCP program and I haven't heard back yet. I emailed the graduate office and they said they are sending out letters on a rolling basis so I imagine that they're are sending all OISE admission letters out within the next week (I hope). No news is good news though, right?...Good luck!"
University Of Toronto,Counselling And Clinical Psychology OISE,"April 01, 2022",Wait listed on 1 Apr,Fall 2022,International,,,"IGNORE STATUS - Has anyone heard from this program this year? I have seen no reporting this year on grad cafe and have not heard anything about interviews, acceptances or rejections yet! Just wondering if anyone has heard anything!"
University Of Toronto,East Asian Studies,"April 01, 2022",Rejected on 1 Apr,Fall 2022,International,,,Canadian student.
University Of Toronto,Speech Language Pathology,"April 01, 2022",Rejected on 1 Apr,Fall 2022,International,,,
University Of Toronto,Speech Language Pathology,"April 01, 2022",Rejected on 1 Apr,Fall 2022,International,,,Received email that I have not been granted admissions.
University Of Toronto,Information,"April 01, 2022",Accepted on 31 Mar,Fall 2022,International,3.30,,"International, undergrad also from UT, 3.7 final year GPA. Received the offer 3 months after submission, reviewing took them a good while, that's for sure."
University Of Toronto,Computer Science,"March 31, 2022",Rejected on 31 Mar,Fall 2022,International,4.00,,"MScAC - Not worth applying. They only prefer students from IITs (for India). They just want Application Fee from others. This shows their real 'Prestige'. 4 GPA, 3 Int. Pubs, 3 Internships (reputed), 1 Y work ex."
University Of Toronto,Computer Science,"March 31, 2022",Rejected on 31 Mar,Fall 2022,International,8.50,GRE 169 | GRE V 162 | GRE AW 4.50,Applied computer science
University Of Toronto,MSCAC(Master Of Science Applied Computing),"March 31, 2022",Rejected on 31 Mar,Fall 2022,International,9.68,,9.68 CGPA| Btech CSE| SDE 1 year Experience
University Of Toronto,Anthropology,"March 31, 2022",Rejected on 29 Mar,Fall 2022,International,3.80,,"Domestic applicant, kinda surprised? Too long to explain here but wow lol. 1a0w1r"
University Of Toronto,Architecture,"March 31, 2022",Rejected on 30 Mar,Fall 2022,International,,,"Domestic Applicant. Applied for 3 year M.ARCH. Have been working for 5 years straight from my architecture undergrad. LORs were extremely strong covering both academic and professional experiences. Portfolio included, academic, professional and personal projects and had been reviewed by a variety of professionals even a handful of UofT alumni all who conveyed I was a ""shoe in"" for sure.. Personally shocked and appalled.."
University Of Toronto,Master Of Urban Innovation,"March 31, 2022",Accepted on 30 Mar,Fall 2022,International,,,
University Of Toronto,Computer Science,"March 31, 2022",Rejected on 31 Mar,Fall 2022,International,3.40,GRE 163 | GRE V 153 | GRE AW 4.50,
University Of Toronto,Computer Science,"March 31, 2022",Rejected on 31 Mar,Fall 2022,International,3.60,GRE AW 4.00,MscAc (Applied Computing)
University Of Toronto,Pharmaceutical Sciences,"March 31, 2022",Accepted on 31 Mar,Fall 2022,International,,,
University Of Toronto,Architecture,"March 31, 2022",Accepted on 22 Mar,Fall 2022,International,3.00,GRE 168 | GRE V 166 | GRE AW 5.00,"Accepted with 20k entrance award. Just graduated with a bachelors in economics. Had, what I believe to be, a very strong portfolio for someone coming from a very different background."
University Of Toronto,Master Of Architecture,"March 31, 2022",Rejected on 30 Mar,Fall 2022,International,,,I do not know how they evaluate applicants but I do really wonder how the accepted candidates portfolio looks like. Super Upset. No dreams thanks to them :(
University Of Toronto,East Asian Studies,"March 31, 2022",Wait listed on 31 Mar,Spring 2022,International,,,"I think U of T forgot to send me rejection letter. I haven't received any response yet. I'm disappointed about it. I prepared my application materials and paid application fee. Even though I'm not qualified, plz at least spend some time sending me a letter of rejection......"
University Of Toronto,Architecture,"March 30, 2022",Rejected on 30 Mar,Fall 2022,International,3.80,,"Very upset... I wonder how the portfolios, references and grades of those accepted look like."
University Of Toronto,Social Work,"March 30, 2022",Wait listed on 30 Mar,Fall 2022,International,3.42,,"Applied in 2019, was waitlisted then rejected then. Completed Social Service Worker diploma, waitlisted again Fall 2022."
University Of Toronto,Architecture,"March 30, 2022",Rejected on 30 Mar,Spring 2022,International,3.72,,"To everyone being shocked and saying this was their safe school...same... idk what happened lol I thought I had the grades, good references, valid experience, nice portfolio so what happened?? Guess I'll never know :(( I really regret not applying to more places than I did"
University Of Toronto,Social Work,"March 30, 2022",Wait listed on 30 Mar,Fall 2022,International,3.80,,"Canadian! Does anyone have information/experience about being on this waitlist? I am curious about how long it may take to hear back, if I do."
University Of Toronto,Architecture,"March 30, 2022",Rejected on 30 Mar,Fall 2022,International,,,Canadian
University Of Toronto,Social Work,"March 30, 2022",Wait listed on 30 Mar,Fall 2022,International,,,Canadian!!
University Of Toronto,Mechanical Engineering,"March 30, 2022",Wait listed on 30 Mar,Fall 2022,International,,,Ignore WL. Has anyone heard for MEng admissions yet or contacted the department?
University Of Toronto,Planning,"March 29, 2022",Accepted on 29 Mar,Fall 2022,International,3.97,,"Domestic, saw 'invited' on acorn and then email to check the portal. Standard 5,000 dollars funding package!"
University Of Toronto,Planning,"March 29, 2022",Accepted on 29 Mar,Fall 2022,International,3.80,,"Canadian applicant, had an 'invited' status on Acorn for a few days now but just received the official offer of admission with the usual $5000 scholarship"
University Of Toronto,Architecture,"March 29, 2022",Rejected on 29 Mar,Fall 2022,International,,,
University Of Toronto,Social Work,"March 23, 2022",Accepted on 23 Mar,Fall 2022,International,,,
University Of Toronto,East Asian Studies,"March 23, 2022",Accepted on 23 Mar,Fall 2022,International,,,"Got an unofficial admission two weeks ago, and received the final confirmation today from the department saying the official letter will be updated on the system either today or tomorrow. The ACORN shows my status as invited so far and haven't got the official letter yet."
University Of Toronto,Biostatistics,"March 23, 2022",Accepted on 23 Mar,Fall 2022,International,3.96,,Biology major with stats minor
University Of Toronto,Biostatistics,"March 23, 2022",Accepted on 23 Mar,Fall 2022,International,4.00,,"Canadian student, majored in health sciences but also took many courses in mathematics, statistics and computer science"
University Of Toronto,Economics,"March 23, 2022",Wait listed on 23 Mar,Fall 2022,International,,,"Ignore WL, my application of UofT programs are all ""submitted"", does that mean they aren't reviewed yet, or is it the only status I will get before a decision?"
University Of Toronto,Institute Of Medical Sciences ( IMS ),"March 22, 2022",Accepted on 4 Mar,Fall 2022,International,3.80,,"was notified of acceptance by email on March 4th , got the actual letter in the portal on March 21st, will accept the offer ! good luck to everyone"
University Of Toronto,Planning,"March 22, 2022",Wait listed on 22 Mar,Fall 2022,International,,,IGNORE WAITLIST! Has anyone heard back from the programme??
University Of Toronto,Economics,"March 20, 2022",Accepted on 20 Mar,Fall 2022,International,3.70,,"Domestic undergrad from a top Canadian uni. Email came at 11:34 am local time, 13.8k TA-ship. My average for math and economics course is 4.0. Decent letters. The status of the SGS portal still says submitted."
University Of Toronto,Public Policy,"March 19, 2022",Accepted on 17 Mar,Fall 2022,International,,,"5,000 dollar award"
University Of Toronto,Medical Science,"March 19, 2022",Accepted on 18 Mar,Fall 2022,International,,,Offer contingent on securing supervisor. Domestic - received at ~11PM.
University Of Toronto,Mechanical Engineering,"March 19, 2022",Interview on 19 Mar,Fall 2022,International,,,Not an interview. I applied for both MASC and MEng program. Didn't get anything on MASc but hoping on MEng. But my status still says â€œSubmittedâ€ though its been 2 months already. I see that last year the status changed to â€œIn Reviewâ€ in the month of February itself. Could anyone please confirm about their status
University Of Toronto,Architecture,"March 19, 2022",Accepted on 19 Mar,Fall 2022,International,3.90,,Got an email to check Portal. For 3 Year Degree
University Of Toronto,Medical Science,"March 19, 2022",Accepted on 18 Mar,Fall 2022,International,,,I was the one that posted earlier about hearing from the IMS. Just got my acceptance at 11:17pm.
University Of Toronto,Architecture,"March 18, 2022",Accepted on 18 Mar,Fall 2022,International,,,Canadian Applicant. 3 Year Program. Got an email to check the portal.
University Of Toronto,Medical Science,"March 18, 2022",Wait listed on 18 Mar,Fall 2022,International,,,"Ignore waitlist. Has anyone heard from the IMS about the status of their application? I know they usually send out interviews in March, but I haven't heard anything."
University Of Toronto,Architecture,"March 18, 2022",Wait listed on 18 Mar,Fall 2022,International,,,Ignore waitlist. Did you hear something or official letter from 3-years M.Arch. program at UofT? I am gonna crazy ..
University Of Toronto,Occupational And Environmental Health,"March 16, 2022",Accepted on 28 Feb,Fall 2022,International,3.96,,Had an interview 3 weeks prior. They sent a letter of recommendation for my acceptance to the program today.
University Of Toronto,Information,"March 16, 2022",Accepted on 9 Mar,Fall 2022,International,3.90,,"Applied through Double Blue on January 31st, interview request received on February 28th, interview was on March 4th, offer of admission received on March 9th"
University Of Toronto,Landscape Architecture,"March 16, 2022",Accepted on 4 Mar,Fall 2022,International,3.10,,Accepted with an entrance award. Pretty good references and portfolio with no B.Arch
University Of Toronto,Information,"March 14, 2022",Accepted on 14 Mar,Fall 2022,International,3.51,,HCS ISD stream. Hong Kong applicant. Was very frustrated to see others here could get their offer. Finally it's my turn! Background: 1 year student helper in my undergraduate university library; 4 part-time research assistant jobs. Submitted without IELTS. Please leave a message if you want to discuss more.
University Of Toronto,Aerospace Engineering,"March 14, 2022",Accepted on 8 Mar,Fall 2022,International,3.60,,"Canadian domestic applicant, 3.7 final two years' GPA (the one they care about)"
University Of Toronto,Physics,"March 14, 2022",Wait listed on 14 Mar,Fall 2022,International,,,"Ignore waitlist, would there be more MSc offers for international students in the upcoming few weeks? Does anyone know anything about the open house of this program? Any info would be appreciated!"
University Of Toronto,Economics,"March 13, 2022",Accepted on 13 Mar,Fall 2022,International,3.96,GRE 161 | GRE V 157 | GRE AW 4.00,Domestic applicant. 13.8k funding in the form of TA hours.
University Of Toronto,Economics,"March 13, 2022",Accepted on 13 Mar,Fall 2022,International,3.74,GRE 165 | GRE V 158 | GRE AW 5.00,Domestic student. 14k in funding through TAships. Good luck to everyone else!
University Of Toronto,Economics,"March 11, 2022",Accepted on 11 Mar,Fall 2022,International,3.90,,University of Toronto undergrad. Full tuition scholarship and 14k in guaranteed TA hours.
University Of Toronto,Health Informatics,"March 11, 2022",Rejected on 11 Mar,Fall 2022,International,,,Canadian application
University Of Toronto,Computer Science,"March 11, 2022",Accepted on 11 Mar,Fall 2022,International,3.61,GRE 166 | GRE V 168 | GRE AW 4.00,"MScAC, Data Science conc. Happy to be admitted after two rounds of interviews on Computing and Statistics. Old IIT, Non CS background"
University Of Toronto,East Asian Studies,"March 11, 2022",Accepted on 9 Mar,Fall 2022,International,3.71,GRE 165 | GRE V 160,Did my undergrad there.
University Of Toronto,Economics,"March 11, 2022",Accepted on 11 Mar,Fall 2022,International,4.00,GRE 170 | GRE V 162 | GRE AW 6.00,Canadian undergrad. Email came at mid-night. 8k fellowship + 13.8k+ TAship. Response required by Mar 22.
University Of Toronto,Mathematics,"March 10, 2022",Wait listed on 10 Mar,Fall 2022,International,,,"Does anyone have UofT MSc Math offers? Currently on the waiting game for offers/rejections, and if you aren't planning on going to this school, please please tell them! Waitlist offers are entirely dependent on space availability!"
University Of Toronto,Economics,"March 10, 2022",Accepted on 10 Mar,Fall 2022,International,3.91,GRE 168 | GRE V 162 | GRE AW 4.50,"Canadian domestic student, 23k funding, notice of acceptance came last night and official offer letter came this morning."
University Of Toronto,Architecture,"March 10, 2022",Accepted on 10 Mar,Fall 2022,International,,,Master of architecture with advanced standing
University Of Toronto,Electrical And Computer Engineering,"March 10, 2022",Accepted on 20 Feb,Fall 2022,International,4.00,GRE 167 | GRE V 160,
University Of Toronto,Library And Information Science,"March 10, 2022",Accepted on 9 Mar,Fall 2022,International,3.70,,I received an email to check the application portal today. Canadian applicant.
University Of Toronto,Information,"March 09, 2022",Accepted on 9 Mar,Fall 2022,International,3.65,,
University Of Toronto,Mechanical Engineering,"March 09, 2022",Wait listed on 9 Mar,Fall 2022,International,,,Not waitlist. Any MEng acceptances?
University Of Toronto,Landscape Architecture,"March 05, 2022",Accepted on 4 Mar,Fall 2022,International,3.70,,I got a 5k entrance award.
University Of Toronto,Mechanical Engineering,"March 05, 2022",Interview on 5 Mar,Fall 2022,International,,,Not an interview Could anyone please let me know when the MEng decisions would be out. Tried contacting the program but no response.
University Of Toronto,East Asian Studies,"March 04, 2022",Accepted on 4 Mar,Fall 2022,American,3.86,,"Got an email from the chair of the dept, was told official letter is sent out next week."
University Of Toronto,Developmental Psychology and Education,"March 04, 2022",Accepted on 16 Feb,Fall 2022,International,,,"Acceptance for MA, specifically. I had an interview with POI early February and was recommended to the registrar for acceptance two days later. POI called me directly to let me know I have been accepted, which happened around mid-February, but am still waiting on official letter."
University Of Toronto,Social Work,"March 03, 2022",Accepted on 3 Mar,Fall 2022,International,3.33,,- Advanced Standing Full-time admission - SW experiences over 20000 hours
University Of Toronto,Social Work,"March 03, 2022",Wait listed on 3 Mar,Fall 2022,International,3.80,,"HBA, Spec. HBSW"
University Of Toronto,Civil And Mineral Engineering,"March 03, 2022",Wait listed on 3 Mar,Fall 2022,International,4.00,,"Ignore waitlist. Has anyone heard from the Civil and Mineral Engineering (MASc), University of Toronto?"
University Of Toronto,Philosophy,"March 01, 2022",Rejected on 1 Mar,Fall 2022,American,3.90,,
University Of Toronto,Philosophy,"March 01, 2022",Rejected on 1 Mar,Fall 2022,International,,,
University Of Toronto,Health Policy Management And Evaluation - Health Services Research Concentration,"February 28, 2022",Accepted on 28 Feb,Fall 2022,International,,,Domestic Student
University Of Toronto,Computer Science (MscAC),"February 26, 2022",Interview on 26 Feb,Fall 2022,International,,,Received an email to schedule my interview - which said there would be technical questions to assess Computer Science Skills. Anyone who recently gave an interview and can share their experience and type of questions asked? :)
University Of Toronto,Art History,"February 25, 2022",Accepted on 25 Feb,Fall 2022,International,3.90,,got an email today letting me know that I was accepted!
University Of Toronto,Mathematics,"February 24, 2022",Rejected on 24 Feb,Fall 2022,International,3.83,,"U of T undergraduate student, two research experiences, applied mathematics spec and computer science minor"
University Of Toronto,Molecular Genetics,"February 24, 2022",Interview on 24 Feb,Fall 2022,,3.70,,
University Of Toronto,Electrical And Computer Engineering,"February 23, 2022",Accepted on 21 Feb,Fall 2022,International,,,Interviewed in early feb.
University Of Toronto,Information,"February 19, 2022",Accepted on 18 Feb,Fall 2022,International,,,
University Of Toronto,Museum Studies,"February 18, 2022",Accepted on 18 Feb,Fall 2022,International,3.50,,"Got an email from admissions! The email started with ""Thank you for your interest in..."" so I really thought it was a rejection. I can't believe it, I'm so happy!!!! Official letters are coming early-March, letting people know by email for now!!"
University Of Toronto,Information,"February 18, 2022",Accepted on 18 Feb,Fall 2022,American,3.78,,"Domestic applicant, got an unofficial e-mail from the iSchool! Final year GPA 3.97/4.0"
University Of Toronto,Philosophy,"February 18, 2022",Accepted on 18 Feb,Fall 2022,International,3.95,,"Canadian (Permanent Resident) applicant for MA, got a very nice email from the grad program director. Undergrad from a mid-tier Canadian university. Will most likely be accepting."
University Of Toronto,Philosophy,"February 18, 2022",Wait listed on 18 Feb,Fall 2022,International,4.00,,Canadian applying for direct entry PhD; waitlisted for MA instead. Waitlist is short and unranked but I have mixed feelings about it!
University Of Toronto,Mechanical Engineering,"February 16, 2022",Interview on 16 Feb,Fall 2022,International,,,Hey guys!! Any admission notice from UofT or any other Canadian universities? Its been around 2 months but no communication yet
University Of Toronto,Museum Studies,"February 15, 2022",Wait listed on 15 Feb,Fall 2022,International,,,IGNORE WAITLIST: HAS ANYONE HEARD ANYTHING ABOUT THE MMST I AM GOING OUT OF MY GD MIND
University Of Toronto,Mechanical Engineering,"February 15, 2022",Interview on 15 Feb,Fall 2022,International,,,Not an interview. Anyone received communication for MASc or MEng admissions from the department?
University Of Toronto,Physics,"February 14, 2022",Accepted on 14 Feb,Fall 2022,International,,,"Canadian citizen, experimental group. Informal offer."
University Of Toronto,Industrial Engineering,"February 12, 2022",Interview on 12 Feb,Fall 2022,International,,,**Ignore Interview** MASc Fall 2022 MIE Has anyone received any kind of notification from the MIE dept or reply from a prospective advisor?
University Of Toronto,Chemistry,"February 11, 2022",Accepted on 9 Feb,Fall 2022,International,3.90,,Notified 14 days after I applied. Email saying congratulations and inviting me to a graduate student weekend. I am a domestic student and have 2 years of research experience. Official offer letter coming soon
University Of Toronto,Applied Computing,"February 11, 2022",Interview on 9 Feb,Fall 2022,International,3.61,GRE 166 | GRE V 168 | GRE AW 4.00,
University Of Toronto,Sociology,"February 10, 2022",Rejected on 10 Feb,Fall 2022,International,4.00,,
University Of Toronto,Sociology,"February 10, 2022",Rejected on 10 Feb,Fall 2022,International,3.40,,"Domestic Application, rejected today, wasn't suprised after the earlier posts, was applying from an undergrad in poli sci."
University Of Toronto,Sociology,"February 09, 2022",Rejected on 9 Feb,Fall 2022,International,,,
University Of Toronto,Computer Science,"February 09, 2022",Accepted on 8 Feb,Fall 2022,International,,,Admitted to the Theory Group. No interview. Graduated from UBC (Canada) a couple years ago. GPA is like 90+/100. No publications. Will accept the offer as I only applied to UofT and UWaterloo. Like Toronto (the city) better.
University Of Toronto,Ecology and Evolutionary Biology,"February 08, 2022",Accepted on 8 Feb,Fall 2022,International,,,"Got notified by email today by someone from the committee, getting an official letter soon!"
University Of Toronto,Musicology,"February 04, 2022",Rejected on 3 Feb,Fall 2022,International,3.98,,
University Of Toronto,Computer Science,"February 04, 2022",Interview on 4 Feb,Fall 2022,International,,GRE 170 | GRE V 158 | GRE AW 5.00,"Hello everyone, I just received an update for my MScAC application and I have been asked to schedule an interview with a faculty member. If there is anyone who has given the interview and can share his experience and the general flow of the interview, it will be really helpful."
University Of Toronto,Financial Economics,"February 01, 2022",Accepted on 31 Jan,Fall 2022,International,3.80,,Domestic. 3.8 gpa.
University Of Toronto,Sociology,"February 01, 2022",Accepted on 1 Feb,Spring 2022,International,3.90,,"OMG, I got admitted..."
University Of Toronto,School/Clinical Child Psychology,"February 01, 2022",Interview on 31 Jan,Fall 2022,International,,,POI: LI
University Of Toronto,Physics,"January 27, 2022",Rejected on 27 Jan,Fall 2022,International,,,Email to check portal. Undergrad at Toronto
University Of Toronto,Computer Science,"January 27, 2022",Interview on 6 Jan,Fall 2022,International,3.75,,"Canadian student applied to MSc. in Computer Science (Research area: ML in health, computational biology). Received an interview on Jan 6 and got a verbal offer from the prof right after. The prof told me that they registered an offer to me for an MS degree through her lab in the system and I'm currently waiting for the offer to be approved by the grad committee and department at UofT."
University Of Toronto,School And Child Clinical Psychology Program,"January 27, 2022",Interview on 27 Jan,Fall 2022,International,,,
University Of Toronto,School/Clinical Child Psychology,"January 27, 2022",Interview on 27 Jan,Fall 2022,International,3.90,,Canadian student. (First round) Interview invite with 2 SCCP faculty.
University Of Toronto,Electrical And Computer Engineering,"January 22, 2022",Interview on 22 Jan,Fall 2022,International,,,Canadian Applicant
University Of Toronto,Applied Computing,"January 21, 2022",Accepted on 21 Jan,Fall 2022,International,8.74,GRE 170 | GRE V 169 | GRE AW 4.50,Interviewed on 17th Jan. Data Science concentration.
University Of Toronto,Computer Science (Applied Computing),"January 17, 2022",Accepted on 17 Jan,Fall 2022,International,,GRE 170 | GRE V 165 | GRE AW 4.00,"First acceptance!! Undergrad from top IIT (India), 9+ GPA, 2 papers at moderate venues (first author, 1 under review), 2 DS internships (incl. at MNC), GRE 335 (170Q), good relation with LoR writers. Having good extracurriculars and being able to talk about my industrial internship experience helped a lot in the interview."
University Of Toronto,Applied Computing,"January 17, 2022",Interview on 10 Jan,Fall 2022,International,8.74,GRE 170 | GRE V 169 | GRE AW 4.50,Interviewed on 17th Jan. Data Science concentration.
University Of Toronto,Clinical Psychology,"January 11, 2022",Interview on 6 Jan,Fall 2022,International,,,"Canadian student - invited to two informal interviews, one on the 7th and one on the 10th."
University Of Toronto,Clinical Psychology,"January 05, 2022",Interview on 5 Jan,Fall 2022,International,,,
University Of Toronto,Public Health (Social And Behavioural Sciences),"June 21, 2021",Accepted on 17 Jun,Fall 2021,,,,
University Of Toronto,Civil Engineering,"June 20, 2021",Accepted on 17 Jun,Fall 2021,International,3.78,,"Domestic applicant but did undergrad outside Canada. Civil Engineering MEng (Submitted on 2nd June, received an offer on 17th June). Here's what you can do to get accepted (not guaranteed): 1- The resume is 2 pages including educational background, professional experiences (at least 4), skills and rewards. 2- Include one publication in your resume as well. There are free publication journals with a good impact factor that publish within 30 days. 3- Write 2 pages for the motivation letter (Statement of Interest), where you include the reasons for choosing U of T, as well as why you love (try to convince them that you really love this program), and what makes you a better candidate. For example: by showing that you have excelled in all disciplines of Civil Engineering (Structure, Construction, Water Resources, Transportation, etc.). Like, you can say that I have numerous internships (experiences) in the construction area, I have the highest marks in all courses related to structure area, I have won in a project related to transportation area, I wrote and publish my thesis related to Water Resources area). And also show your niche and how you are going to make a difference in the world. 4- It is preferred not to write the specialization (area) you want in the Statement of Interest because your chances of being accepted will increase if, for example, professors in the area you want don't like you. At least, there is a chance that you will be accepted by professors from other areas. Once you are in, you can choose what you want freely. 5- Prepare the reference letters by yourself and just ask the referees to submit them. It is advised to have either (1 professional and 1 academic) or ( 2 academic) reference letters. 6- Students who do not have cGPA 3.5+ out 4.0. Do not bother to apply because your chances of being accepted will be very very very little. 7- Students from Tier 2 or Tier 3 universities/colleges may get accepted as long as they meet the above points. 8- For international students, in IELTS, you have to get at least band 7 even if in one component you got 6.0. It' okay, there is a chance that you will get accepted. But that should be only in one component. 9- Optional: write the Resume and Statement of Interest in Canadian style and use Times New Roman font. 10- Optional: You can also write a separate email to the admission committee explaining how much you love this program and U of T is your dream school, etc. 11- Pray a lot and hope only for the positive. Don't have any negative vibes."
University Of Toronto,Electrical And Computer Engineering,"June 15, 2021",Rejected on 15 Jun,Fall 2021,,3.80,GRE 169 | GRE V 160 | GRE AW 5.50,"MEng, tried to get in with a chemical engineering bachelor's degree :("
University Of Toronto,Electrical And Computer Engineering,"June 15, 2021",Rejected on 15 Jun,Fall 2021,International,,,
University Of Toronto,Chemistry,"June 12, 2021",Accepted on 10 Jun,Fall 2021,International,3.74,,8+ months research experience + NSERC. Received a conditional offer for UTSC which I already satisfied the conditions. Had to nudge the admission twice since I have another offer from UBC at hand.
University of Toronto,MT,"June 10, 2021",Wait listed on 6 May,Spring 2021,International,,,Waitlisted for P/J... Kinda sad about it was hoping to get in.
University Of Toronto,Aerospace Engineering,"June 10, 2021",Rejected on 10 Jun,Fall 2021,International,,,"Rejected, better luck to me next time I guess!"
University Of Toronto,MPH Epidemiology,"June 09, 2021",Accepted on 9 Jun,Fall 2021,International,3.41,,Last 2 year GPA of 3.72. 2 years of experience as an RA. Did my undergrad at UofT.
University Of Toronto,"Public Health, Health Promotion Stream","June 07, 2021",Wait listed on 7 Jun,Fall 2021,,,,"Status is still 'under review', so I emailed the admissions office asking about the status of my application and they told me I'm on the waitlist. So ridiculous lol"
