School,Program,Date_Added,Decision_Detail,Season,Status,GPA,GRE,Comment
University of Pennsylvania,Counseling And Mental Health Services,"April 16, 2021",Accepted on 16 Apr,Fall 2021,,,,
University of Pennsylvania,Mental Health Counseling,"April 16, 2021",Accepted on 16 Apr,Fall 2021,American,3.62,,
University of Pennsylvania,Anthropology,"April 16, 2021",Wait listed on 16 Apr,Fall 2021,American,,,"(ignore waitlist) TTPB: I have also not yet heard anything, and am considering reaching out directly since I also have to start making decisions soon. The department FAQ says results should have been out in early March, wish they would update the page..."
University of Pennsylvania,Data Science,"April 14, 2021",Accepted on 14 Apr,Fall 2021,American,3.85,GRE 165 | GRE V 162,"Data Science, MSE Program: I applied by the regular decision deadline. Just received first communication today. I am happy to be accepted, but I already committed to another school because of the late date of notification. Darn. Might have considered it if it came earlier."
University of Pennsylvania,Computer Science,"April 10, 2021",Rejected on 10 Apr,Fall 2021,International,,,
University of Pennsylvania,Nonprofit,"April 10, 2021",Accepted on 7 Apr,Fall 2021,International,,,No scholarship.
University of Pennsylvania,Computer Science (MCIT),"April 09, 2021",Rejected on 9 Apr,Fall 2021,,,,
University of Pennsylvania,MCIT,"April 06, 2021",Wait listed on 6 Apr,Fall 2021,International,,,"**Ignore the waitlist**. To the previous MCIT admit, when did you submit your application? Can you share your stats if possible?"
University of Pennsylvania,MCIT,"April 06, 2021",Accepted on 6 Apr,Fall 2021,,,,
University of Pennsylvania,Data Science,"April 06, 2021",Rejected on 6 Apr,Fall 2021,International,,,
University of Pennsylvania,Computer Science,"April 05, 2021",Rejected on 5 Apr,Fall 2021,International,3.82,GRE 168 | GRE V 155 | GRE AW 4.00,
University of Pennsylvania,Computer Science,"April 05, 2021",Rejected on 5 Apr,Fall 2021,International,,,
University of Pennsylvania,Computer Science,"April 02, 2021",Rejected on 2 Apr,Fall 2021,International,,,
University of Pennsylvania,Materials Science And Engineering,"April 01, 2021",Rejected on 31 Mar,Fall 2021,International,,,
University of Pennsylvania,Electrical Engineering,"March 31, 2021",Accepted on 31 Mar,Fall 2021,International,3.92,GRE 164 | GRE V 149 | GRE AW 3.50,
University of Pennsylvania,Electrical Engineering,"March 31, 2021",Accepted on 31 Mar,Fall 2021,International,,,email to check portal. 3 recos (1 reco from penn)
University of Pennsylvania,Systems Engineering,"March 30, 2021",Accepted on 30 Mar,Spring 2021,International,3.74,GRE 168 | GRE V 148 | GRE AW 3.00,
University of Pennsylvania,Nanotechnology,"March 27, 2021",Accepted on 26 Mar,Fall 2021,International,3.89,GRE 170 | GRE V 158 | GRE AW 3.50,Quite quick to get it. From The Australian National University (ANU).
University of Pennsylvania,Computer Science (Robotics),"March 24, 2021",Accepted on 24 Mar,Fall 2021,International,,,"No scholarship. 2 FLAG internship. 2 lab experience (robotics, CV). 1 submitted (but rejected) paper/manuscript."
University of Pennsylvania,Robotics,"March 24, 2021",Rejected on 23 Mar,Fall 2021,International,,,
University of Pennsylvania,Robotics,"March 24, 2021",Rejected on 23 Mar,Fall 2021,International,,,
University of Pennsylvania,Robotics,"March 24, 2021",Rejected on 23 Mar,Fall 2021,International,,,
University of Pennsylvania,Robotics,"March 23, 2021",Rejected on 23 Mar,Fall 2021,,,,"I am sorry to inform you that we cannot offer you admission to the Robotics, MSE Program at the University of Pennsylvania for the Fall 2021 term."
University of Pennsylvania,Robotics,"March 23, 2021",Rejected on 23 Mar,Fall 2021,International,3.91,GRE 167 | GRE V 156 | GRE AW 3.50,Got rejected in two consecutive years lol. Last year I got waitlisted till July though. Good luck to everyone who gets in!
University of Pennsylvania,Robotics,"March 23, 2021",Accepted on 23 Mar,Fall 2021,International,4.00,GRE 169 | GRE V 158 | GRE AW 5.00,"From a top Indian university. Department Rank 1. CGPA 9.98/10. Two research internship experiences, one in signal processing and instrumentation from India and another in mobile robotics from USA (remote). One strong LoR and one normal LoR. Had one conference paper accepted for publication during application. This was an ambitious school for me. All the best to others!"
University of Pennsylvania,Robotics,"March 23, 2021",Rejected on 23 Mar,Fall 2021,American,,,
University of Pennsylvania,Interdisciplinary Studies In Human Development,"March 22, 2021",Accepted on 22 Mar,Fall 2021,International,,,
University of Pennsylvania,"Education, Culture, And Society","March 19, 2021",Wait listed on 19 Mar,Fall 2021,American,,,
University of Pennsylvania,Art History,"March 18, 2021",Rejected on 18 Mar,Fall 2021,,3.82,GRE 162 | GRE V 164 | GRE AW 5.00,"No email, happened to check the portal and the decision was there."
University of Pennsylvania,School And Mental Health Counseling,"March 18, 2021",Accepted on 17 Mar,Fall 2021,American,3.70,,
University of Pennsylvania,Computer Graphics And Gaming Technology,"March 17, 2021",Wait listed on 17 Mar,Fall 2021,,,,Has any international student got admit/reject for this program?
University of Pennsylvania,Computer Graphics And Game Technology,"March 16, 2021",Accepted on 16 Mar,Fall 2021,American,3.27,GRE 156 | GRE V 155 | GRE AW 4.50,It seems they do look at other stuff than GRE!
University of Pennsylvania,Liberal Arts,"March 16, 2021",Accepted on 16 Mar,Fall 2021,American,3.89,,
University of Pennsylvania,Robotics,"March 16, 2021",Wait listed on 16 Mar,Fall 2021,International,,,Ignore waitlist; Just wanted to know if all the acceptances have been sent or if there is another wave of acceptances that will soon be released....
University of Pennsylvania,Architecture,"March 16, 2021",Accepted on 8 Mar,Fall 2021,American,,,In talks with POI since August; no word yet on funding
University Of Pennsylvania Graduate School Of Education (Penn GSE),"Education, Culture, And Society","March 15, 2021",Accepted on 15 Mar,Fall 2021,American,3.63,,Email at 1:21 PM ET to check my portal. Got in with scholarship!
University of Pennsylvania,Architecture,"March 15, 2021",Accepted on 6 Mar,Fall 2021,International,,,
University of Pennsylvania,Bioengineering,"March 15, 2021",Accepted on 15 Mar,Fall 2021,American,,,
University of Pennsylvania,Bioengineering,"March 15, 2021",Accepted on 15 Mar,Fall 2021,International,,,
University of Pennsylvania,Mechanical Engineering,"March 15, 2021",Accepted on 11 Mar,Fall 2021,International,,,
University of Pennsylvania,Robotics,"March 13, 2021",Accepted on 13 Mar,Fall 2021,International,3.81,GRE 165 | GRE V 163 | GRE AW 4.00,"I am an international student with a 3.81 GPA, average LORs, 3 research works, and exceptional extracurricular achievements. Got an email from UPenn to check the portal and got a decision letter there."
University of Pennsylvania,Landscape Architecture,"March 11, 2021",Rejected on 11 Mar,Fall 2021,,,,
University of Pennsylvania,Historic Preservation,"March 11, 2021",Accepted on 11 Mar,Fall 2021,American,3.60,,"Got an early notification via email about a week ago, but ""official"" notification via the application website today including financial details (received roughly 50% tuition discount for both years, but probably not going to be enough given the enormous cost of UPenn!!)"
University of Pennsylvania,Design,"March 11, 2021",Accepted on 11 Mar,Fall 2021,International,,,
University of Pennsylvania,Architecture,"March 11, 2021",Wait listed on 11 Mar,Fall 2021,American,,,
University of Pennsylvania,Architecture,"March 11, 2021",Wait listed on 11 Mar,Fall 2021,,,,
University of Pennsylvania,City Planning,"March 11, 2021",Rejected on 11 Mar,Fall 2021,International,,,
University of Pennsylvania,City Planning,"March 11, 2021",Rejected on 11 Mar,Fall 2021,International,,,"Applied to both MCP and MUSA, and received early notification of acceptance to MUSA back in Mid-Feb. No updates for MCP until now."
University of Pennsylvania,Architecture,"March 11, 2021",Rejected on 11 Mar,Fall 2021,International,,,
University of Pennsylvania,Architecture,"March 11, 2021",Rejected on 11 Mar,Fall 2021,American,3.97,GRE 154 | GRE V 157 | GRE AW 4.50,M.Arch II
University of Pennsylvania,City Planning,"March 11, 2021",Rejected on 11 Mar,Fall 2021,American,3.65,,
University of Pennsylvania,Landscape Architecture,"March 10, 2021",Accepted on 22 Feb,Fall 2021,American,3.66,,MLA II
University of Pennsylvania,Architecture,"March 10, 2021",Accepted on 6 Mar,Fall 2021,International,,,"Got an early acceptance email, no funding info, the detail will be posted on 3.11."
University of Pennsylvania,Mechanical Engineering And Applied Mechanics (Robotics Concentration),"March 10, 2021",Accepted on 10 Mar,Fall 2021,International,,,TPPB: I applied for Fall 2021. Acceptance was displayed on the portal which was checked after a mail notifying update on the portal. Received the decision today early morning IST
University of Pennsylvania,Robotics,"March 10, 2021",Interview on 10 Mar,Fall 2021,International,,,"TTPB: Congratulations! Did they send you the decision today? Also, did you receive an email or did they just update your portal? And the final question, did you defer your admission last year, or did you apply this year?"
University of Pennsylvania,Mechanical Engineering And Applied Mechanics(Robotics Concentration),"March 10, 2021",Accepted on 10 Mar,Fall 2021,International,3.20,GRE 170 | GRE V 162 | GRE AW 3.50,"Profile : B.Tech in Mechanical from Tier 3 college(CGPA:8.1), India; several internships in Robotics; a paper in A* conference, another in Controls conference, decent LOR's"
University of Pennsylvania,Architecture,"March 09, 2021",Accepted on 6 Mar,Fall 2021,American,,,"email notification of acceptance, full notification is supposed to be posted 3/11"
University of Pennsylvania,Learning Sciences And Technologies,"March 09, 2021",Accepted on 8 Mar,Fall 2021,International,,,
University of Pennsylvania,Learning Sciences And Technology,"March 08, 2021",Accepted on 8 Mar,Fall 2021,International,,,HAPPY INTERNATIONAL WOMEN'S DAY TO ME!!!!!!!!!!!!!!!!! Over the moon. Congrtas to everyone on their acceptances and for making it through the weirdest application season ever!
University of Pennsylvania,Learning Sciences And Technologies,"March 08, 2021",Accepted on 9 Mar,Fall 2021,International,3.90,GRE 323 | GRE V 154 | GRE AW 99.99,
University Of Pennsylvania Graduate School Of Education,Learning Sciences And Technologies,"March 08, 2021",Accepted on 8 Mar,Fall 2021,International,3.54,,10k scholarship awarded. Genuinely surprised but thrilled!
University of Pennsylvania,Architecture,"March 08, 2021",Accepted on 6 Mar,Fall 2021,,,,
University of Pennsylvania,Architecture,"March 08, 2021",Accepted on 6 Mar,Fall 2021,American,3.90,,"Was accepted on 3/6/21, and then received a phone call the next day"
University of Pennsylvania,Reading/Writing/Literacy,"March 07, 2021",Accepted on 5 Mar,Fall 2021,International,,,
University of Pennsylvania,Architecture,"March 07, 2021",Accepted on 6 Mar,Fall 2021,American,3.77,,
University of Pennsylvania,Architecture,"March 07, 2021",Accepted on 6 Mar,Fall 2021,,,,
University of Pennsylvania,Architecture,"March 06, 2021",Accepted on 6 Mar,Fall 2021,American,,,
University of Pennsylvania,MSEd TESOL,"March 05, 2021",Accepted on 5 Mar,Fall 2021,American,3.78,,Email to check application portal. Accepted with $15K scholarship
University of Pennsylvania,Education Policy,"March 04, 2021",Accepted on 23 Feb,Fall 2021,American,3.50,,"22,000 Merit Based Scholarship"
Indiana University Of Pennsylvania,Speech Language Pathology,"March 04, 2021",Wait listed on 4 Mar,Fall 2021,American,3.66,,I received an email saying the first 20 offers were sent. They are looking at funding to see if they can make more offers.
California University Of Pennsylvania,Speech Language Pathology,"March 03, 2021",Rejected on 3 Mar,Fall 2021,American,3.60,,Missing a few prereqs & was denied admission because of that
University of Pennsylvania,Chemical And Biomolecular Engineering,"March 02, 2021",Rejected on 2 Mar,Fall 2021,International,,GRE 169 | GRE V 155 | GRE AW 4.50,Didnt expect that I would be rejected. This hurts so much!
University of Pennsylvania,Medical Physics,"March 02, 2021",Accepted on 2 Mar,Fall 2021,International,,,
University of Pennsylvania,Medical Physics,"March 02, 2021",Rejected on 2 Mar,Fall 2021,American,,,"Nope, I interviewed..."
University of Pennsylvania,Medical Physics,"March 02, 2021",Accepted on 2 Mar,Fall 2021,,,,Did they accept all interviewed students?
University of Pennsylvania,City and Regional Planning,"March 01, 2021",Accepted on 24 Feb,Fall 2021,American,3.62,,
University of Pennsylvania,Urban And Regional Planning,"March 01, 2021",Accepted on 24 Feb,Fall 2021,International,,,
University of Pennsylvania,City Planning,"February 25, 2021",Accepted on 24 Feb,Fall 2021,,,,
University of Pennsylvania,City Planning,"February 24, 2021",Accepted on 24 Feb,Fall 2021,International,,,
University of Pennsylvania,City Planning,"February 24, 2021",Accepted on 24 Feb,Fall 2021,International,,,"Accepted via email from Department Chair, more information to follow on March 11th. Good luck to everyone out there!"
University of Pennsylvania,Human Development,"February 24, 2021",Accepted on 19 Feb,Fall 2021,International,,,"â†“I am the same person, submitted my application 11/28, ready to review on 1/07, so it took about 7 weeks."
University of Pennsylvania,Human Development,"February 24, 2021",Accepted on 19 Feb,Fall 2021,International,3.82,GRE 165 | GRE V 161 | GRE AW 4.00,Email to check portal. Very excited! Undergraduate psychology and linguistics dual degree.
University of Pennsylvania,City Planning,"February 24, 2021",Accepted on 24 Feb,Fall 2021,American,3.86,GRE 160 | GRE V 163 | GRE AW 4.50,"Didn't do very well at the virtual interview. Informed by E-mail from department chair, not official acceptance"
University of Pennsylvania,City Planning,"February 24, 2021",Accepted on 24 Feb,Fall 2021,International,3.40,,"Early notification, financial aid available on 11/03. Best of luck to everyone who's applied, fingers crossed"
University of Pennsylvania,City Planning,"February 24, 2021",Accepted on 24 Feb,Fall 2021,American,3.63,GRE 167 | GRE V 167 | GRE AW 5.50,
University of Pennsylvania,City Planning,"February 24, 2021",Accepted on 24 Feb,Fall 2021,American,3.76,,"Didn't submit GRE. Early notice of admission, no aid info."
University of Pennsylvania,Counseling And Mental Health Services,"February 21, 2021",Interview on 18 Feb,Fall 2021,American,3.43,,
University of Pennsylvania,Medical Physics,"February 18, 2021",Rejected on 18 Feb,Fall 2021,American,,,
University of Pennsylvania,"Education - Statistics, Measurement, Assessment & Research Technology","February 18, 2021",Accepted on 17 Feb,Fall 2021,American,,,
University of Pennsylvania,Education Policy,"February 17, 2021",Accepted on 17 Feb,Fall 2021,American,,,Decision received ~4 and a half weeks after applying.
University of Pennsylvania,SMART,"February 17, 2021",Accepted on 17 Feb,Fall 2021,,,,Email to check portal.
University of Pennsylvania,GSE SMART,"February 17, 2021",Accepted on 17 Feb,Fall 2021,,,,w/ scholarship
University of Pennsylvania,Public Administration,"February 17, 2021",Accepted on 17 Feb,Fall 2021,,,,
University of Pennsylvania,Medical Physics,"February 11, 2021",Interview on 10 Feb,Fall 2021,American,,,
University of Pennsylvania,Public Affairs,"February 09, 2021",Accepted on 8 Feb,F20,American,,,
University of Pennsylvania,Public Health,"February 08, 2021",Accepted on 8 Feb,Fall 2021,,,,"Interviewed 1/20, got an email acceptance exactly 2 weeks later"
University of Pennsylvania,Urban Planning,"February 05, 2021",Accepted on 6 Feb,Fall 2021,American,,,
University of Pennsylvania,City and Regional Planning,"February 05, 2021",Accepted on 6 Feb,Fall 2021,American,3.61,,Did not submit GRE
University of Pennsylvania,Counseling And Mental Health Services,"February 03, 2021",Accepted on 26 Jan,Fall 2021,International,,,
University of Pennsylvania,Counseling And Mental Health Services,"January 26, 2021",Other on 26 Jan,Fall 2021,American,3.70,,Interview got cancelled after a power outage around the campus. Will have to reschedule so I hope you all have a better experience than I do.
University of Pennsylvania,Data Science,"January 26, 2021",Rejected on 15 Jan,Fall 2021,International,3.86,GRE 168 | GRE V 160 | GRE AW 4.00,
University of Pennsylvania,Data Science,"January 26, 2021",Rejected on 15 Jan,Fall 2021,International,,,
University Of Pennsylvania Graduate School Of Education (Penn GSE),Education Policy,"January 23, 2021",Accepted on 21 Jan,Fall 2021,American,,,"$15,000 scholarship! Very excited."
University of Pennsylvania,Computer Science,"January 19, 2021",Other on 19 Jan,Fall 2021,International,,,Does UPenn even have a computer science ms? I looked at the website they are all Master of engineering which are basically professional degrees (no research).
University of Pennsylvania,Computer Science,"January 19, 2021",Rejected on 15 Jan,Fall 2021,International,,,Rejected from Upenn
University of Pennsylvania,Data Science,"January 16, 2021",Rejected on 15 Jan,Fall 2021,International,3.80,GRE 167 | GRE V 154 | GRE AW 3.00,
University of Pennsylvania,Computer and Information Science,"January 16, 2021",Accepted on 15 Jan,Fall 2021,International,3.91,GRE 170 | GRE V 162 | GRE AW 4.00,
University of Pennsylvania,Computer And Information Systems,"January 16, 2021",Rejected on 15 Jan,Fall 2021,International,,,
University of Pennsylvania,Scientific Computing (SCMP),"January 15, 2021",Accepted on 16 Jan,Fall 2021,International,,,Looks like fewer people applied to SCMP compared to DS?
University of Pennsylvania,Data Science,"January 15, 2021",Accepted on 15 Jan,Fall 2021,American,3.97,GRE 169 | GRE V 170 | GRE AW 4.00,
University of Pennsylvania,Data Science,"January 15, 2021",Accepted on 15 Jan,Fall 2021,American,3.61,GRE 166 | GRE V 161 | GRE AW 5.00,
University of Pennsylvania,Computer Science,"January 15, 2021",Wait listed on 15 Jan,Fall 2021,American,3.82,,"Waitlisted. Did not take the GRE. Heard back in 12PM PST. Due to the unprecedented increase in submitted applications, we updated your application status to waitlisted. This means that we need more time to review candidates, and assess enrollment numbers for the Fall 2021 semester before issuing a decision. We hope to report back to you with a definite application decision by May 7, 2021."
University of Pennsylvania,Data Science,"January 15, 2021",Rejected on 15 Jan,Fall 2021,International,3.77,GRE 166 | GRE V 161 | GRE AW 3.50,Generic Rejection. Disappointed.
University of Pennsylvania,Computer Science,"January 15, 2021",Wait listed on 15 Jan,Fall 2021,American,,,
University of Pennsylvania,Clinical Mental Health Counseling,"January 14, 2021",Interview on 12 Jan,Fall 2021,International,,,"Selected for interview, which starts from late Jan"
University of Pennsylvania,Environmental Studies,"January 10, 2021",Accepted on 8 Jan,Fall 2021,International,3.30,,"Worked more than 5 years, didn't submit GRE (GRE waiver)"
University of Pennsylvania,Biotechnology,"January 08, 2021",Rejected on 8 Jan,Fall 2021,International,,,So heart break.
University of Pennsylvania,Public Health,"December 18, 2020",Interview on 18 Dec,Fall 2021,American,,,
University of Pennsylvania,Master Of Computer And Information Technology (MCIT),"June 21, 2020",Accepted on 16 Jun,F20,American,,,"No GRE, Computational Thinking course on Coursera, and virtually zero math classes during undergrad. How I got in, I really don't know."
University of Pennsylvania,Computer Science,"June 06, 2020",Other on 6 Jun,F20,International,,,Answering the previous question: Click on 'View as PDF' for your application submission form in the applyweb portal. Collegenet ID is your applicant ID
University of Pennsylvania,Computer Science,"June 05, 2020",Wait listed on 5 Jun,F20,International,,,"Is there anyone who was asked if they are still interested in being a part of Penn's admissions process? If so, where do you find your Collegenet ID to fill the form? Kindly reply if you get to know it."
University of Pennsylvania,Criminology,"May 27, 2020",Other on 27 May,F20,International,,,"TTPB for criminology, when did you apply?"
University of Pennsylvania,Criminology,"May 26, 2020",Accepted on 26 Feb,F20,American,,,
University of Pennsylvania,Computer and Information Technology,"May 12, 2020",Wait listed on 8 May,F20,International,,,
University of Pennsylvania,Computer Science,"May 12, 2020",Other on 12 May,F20,,,,Any telegram group for admitted MSE/CIS students?
University of Pennsylvania,Robotics,"May 11, 2020",Wait listed on 8 May,F20,International,,,
University of Pennsylvania,Computer Science,"May 08, 2020",Wait listed on 8 May,F20,American,,,"Got the email this morning about my waitlist status, with the extended deadline now being July 15th. Timeline is too long, and not worth last minute changes. Will be removing myself from the waitlist and accepting my other offer."
University of Pennsylvania,Robotics,"May 08, 2020",Wait listed on 8 May,F20,International,,,Please reject your offer if you don't plan on attending
University of Pennsylvania,Computer Science,"May 08, 2020",Wait listed on 8 May,F20,International,,,Got an email saying the deadline for results are extended and current status is waitlisted. I can't wait till then and will go ahead with one of my other admits.
University of Pennsylvania,Data Science,"May 08, 2020",Wait listed on 8 May,F20,American,,,Got an email from Upenn that I'll be put on the waitlist as they need more time to evaluate candidates. They will report back with a definite decision by July 15th...
University of Pennsylvania,Computer Science,"May 08, 2020",Wait listed on 8 May,F20,International,,,"Anyone else get waitlisted? Since the last day for decision is now extended to be July 15, do you plan to wait?"
University Of Pennsylvania(PennGSE),Learning Science And Technology(LST),"May 07, 2020",Accepted on 5 May,F20,International,2.25,GRE 170 | GRE V 166 | GRE AW 4.00,"Received an email to view application decision, AD in the portal."
University of Pennsylvania,Computer and Information Science,"April 27, 2020",Rejected on 27 Apr,F20,International,,,
University of Pennsylvania,Computer Science,"April 25, 2020",Accepted on 24 Apr,F20,International,3.90,,Got an email to check the portal.
University of Pennsylvania,Computer Science,"April 25, 2020",Rejected on 25 Apr,F20,International,4.00,,Took so long for them to reject. Anyway accepted offer someplace else
University of Pennsylvania,Computer Science,"April 25, 2020",Other on 25 Apr,F20,,,,Have they declared most of the decisions? It's been around 3 months since I had applied. Anyone else waiting for the decision?
University of Pennsylvania,Robotics,"April 24, 2020",Accepted on 10 Mar,F20,International,3.70,GRE 167 | GRE V 153 | GRE AW 4.50,
University of Pennsylvania,Masters Of Computer And Information Technology(MCIT),"April 23, 2020",Rejected on 23 Apr,F20,American,,,Maybe I'm overqualified... Don't apply it if you take too many formal CS courses...
University of Pennsylvania,Counseling And Mental Health Services,"April 22, 2020",Wait listed on 22 Apr,F20,American,2.87,GRE 150 | GRE V 158 | GRE AW 4.00,Got an email last Thursday saying they were only admitting to waitlist and asking if I would like to be considered for that; got email today to check portal for decision.
University of Pennsylvania,Data Science,"April 18, 2020",Rejected on 14 Apr,F20,International,3.80,GRE 165 | GRE V 157 | GRE AW 4.50,
University of Pennsylvania,Architecture,"April 17, 2020",Accepted on 17 Apr,F20,American,,,Accepted off of the waitlist! Very excited.
University of Pennsylvania,Computer Science,"April 16, 2020",Accepted on 16 Apr,F20,International,,,From top 2 university in Singapore. Received an email to check portal on applyweb.
University of Pennsylvania,Data Science,"April 14, 2020",Rejected on 14 Apr,F20,International,3.54,GRE 166 | GRE V 163 | GRE AW 5.50,Email to check portal.
University of Pennsylvania,Data Science,"April 14, 2020",Rejected on 14 Apr,F20,International,,,
University of Pennsylvania,Computer Science,"April 12, 2020",Rejected on 12 Apr,F20,International,,,
University of Pennsylvania,Computer Science,"April 11, 2020",Rejected on 11 Apr,F20,American,,,
University of Pennsylvania,Data Science,"April 11, 2020",Accepted on 11 Apr,F20,International,,GRE 169 | GRE V 157 | GRE AW 3.50,"B.Tech Mechanical Engg. (2014-18), IIT Madras"
University of Pennsylvania,Electrical Engineering,"April 11, 2020",Accepted on 21 Feb,F20,International,8.24,GRE 163 | GRE V 161 | GRE AW 4.00,"Undergrad in ECE, GRE 324, TOEFL 111, CGPA 8.24 One foreign internship"
University of Pennsylvania,Data Science,"April 11, 2020",Other on 11 Apr,F20,,,,"TPB: Congrats on your admission! Can you please tell me when did you submit your application? Also did you get the result today ie., 11Th April or some earlier date."
University of Pennsylvania,Data Science,"April 11, 2020",Accepted on 11 Apr,F20,American,4.00,GRE 169 | GRE V 165 | GRE AW 5.00,"Numerous related projects, research experience: working paper, poster. Physics major."
University of Pennsylvania,Computer and Information Science,"April 11, 2020",Rejected on 10 Apr,F20,International,,,
University of Pennsylvania,Computer Science,"April 10, 2020",Other on 10 Apr,F20,International,,,Decision on our applications is made in four minutes or even less. Good blog to read https://www.toptieradmissions.com/upenn-admissions-decisions-4-minutes/
University of Pennsylvania,Social Work,"April 09, 2020",Accepted on 9 Mar,F20,International,,,
University of Pennsylvania,Computer Science,"April 09, 2020",Other on 9 Apr,F20,,,,"TTPB. Well I emailed them this Tuesday, and got no reply from them. Two days later, I got a reject from them. Background: GRE:153+169+4; GPA:3.838; Double major in CS and Math, graduate in three years, one year research with project. My background might not be strong enough, especially the GRE score :("
University of Pennsylvania,Computer Science,"April 09, 2020",Other on 9 Apr,F20,International,,,TTPB. I emailed them using other offers as well. That was a Monday when I emailed them and was told to wait till that Friday. And on Friday I was admitted. So I guess emailing the AO does not hurt. I even think it helps a little bit in the sense that your profile may 'cut the line' so you don't have to wait so long.
University of Pennsylvania,Computer Science,"April 09, 2020",Rejected on 9 Apr,F20,International,3.83,GRE 153 | GRE V 169 | GRE AW 4.00,The same situation as the people below-- used an offer to ask for the decision and got rejected.
University of Pennsylvania,Computer Science,"April 09, 2020",Other on 9 Apr,F20,International,,,"TTPB who got rejected after asking multiple times: As long as you were polite, I don't think they rejected you because you asked. They had probably already decided and because you asked so many times they might have given in and sent you your decision before sending out the other rejections. If anything, you can move on and accept something else."
University of Pennsylvania,Computer Science,"April 09, 2020",Other on 9 Apr,F20,,,,TTPB: Sorry for what happened to you. Did you receive any information on when other admits will be out? :) Thanks in advance
University of Pennsylvania,Computer Science,"April 09, 2020",Other on 9 Apr,F20,International,,,TTBP: can you please share your profile?
University of Pennsylvania,Computer Science,"April 09, 2020",Rejected on 9 Apr,F20,International,,,Was pushing them for a decision by mailing them a number of times in the last two days. Got a prompt rejection. I advise against doing this to anyone who thinks they have a chance of getting into some program.
University of Pennsylvania,Biotechnology,"April 07, 2020",Accepted on 26 Mar,F20,International,3.87,,
University of Pennsylvania,Computer Graphics & Game Technology,"April 06, 2020",Rejected on 6 Apr,F20,American,,,
University of Pennsylvania,Mechanical Engineering,"April 06, 2020",Rejected on 6 Apr,F20,American,3.38,GRE 167 | GRE V 153 | GRE AW 4.50,Got better choices fortunately.
University of Pennsylvania,Computer Science,"March 31, 2020",Other on 31 Mar,F20,,,,I submitted my application on 24th November
University of Pennsylvania,Computer Science,"March 31, 2020",Other on 31 Mar,F20,International,,,TTPB : When did u submit your application?
University of Pennsylvania,Computer Science,"March 31, 2020",Accepted on 31 Mar,F20,,,,"Got into the Computer and Information Science, MSE Program. Received an email to check my portal."
University of Pennsylvania,Data Science,"March 26, 2020",Accepted on 26 Mar,F20,International,,,Feb 15th is the date of application submission. I got the offer today via email. Sorry about the confusion!
University Of Pennsylvania Graduate School Of Education,Learning Sciences And Technologies,"March 19, 2020",Accepted on 19 Mar,F20,International,3.82,,"Email to check the portal. Ready for review on 2/6; offered $15,000 scholarship"
University of Pennsylvania,Robotics,"March 17, 2020",Rejected on 16 Mar,F20,American,3.07,GRE 163 | GRE V 158 | GRE AW 4.00,
University of Pennsylvania,MLA 1,"March 13, 2020",Accepted on 22 Feb,F20,,,,
University of Pennsylvania,Mechanical Engineering,"March 13, 2020",Accepted on 14 Mar,F20,International,,,
University of Pennsylvania,Learning Sciences And Technologies,"March 13, 2020",Accepted on 6 Mar,F20,American,3.94,GRE 156 | GRE V 159 | GRE AW 5.50,Very exciting! I was offered a merit based scholarship.
University of Pennsylvania,Computer and Information Science,"March 13, 2020",Accepted on 13 Mar,F20,International,,,Area: NLU. I am very interested in working with Prof. Dan Roth for both masters and Ph.D. if possible. Can anyone share information about transferring to a Ph.D. degree?
University of Pennsylvania,Integrated Product Design,"March 12, 2020",Accepted on 12 Mar,F20,American,,,Email to check portal for update. MSE:IPD Program (engineering background)
University of Pennsylvania,Social Work,"March 11, 2020",Accepted on 9 Mar,F20,American,3.50,,"Applied on 2/14/20, interviewed with UPenn SP2 alumna on 3/5/20."
University of Pennsylvania,Bioengineering,"March 11, 2020",Accepted on 10 Mar,F20,American,3.55,GRE 158 | GRE V 159 | GRE AW 5.00,
University Of Pennsylvania (Penn GSE),TESOL,"March 11, 2020",Accepted on 9 Mar,F20,,3.60,GRE 157 | GRE V 159 | GRE AW 5.50,"$10,000 scholarship and GA offer! So excited ^^"
University of Pennsylvania,Robotics,"March 10, 2020",Accepted on 10 Mar,F20,International,3.90,GRE 166 | GRE V 157 | GRE AW 5.00,Decision notification by email. Decision letter available on application portal.
University Of Pennsylvania GSE,Intercultural Communication,"March 09, 2020",Accepted on 9 Mar,F20,American,,,
University of Pennsylvania,Applied Mathematics,"March 09, 2020",Accepted on 6 Mar,F20,American,3.70,GRE 170 | GRE V 159 | GRE AW 4.50,AMCS
University of Pennsylvania,Nanotechnology,"March 09, 2020",Accepted on 6 Mar,F20,International,,GRE 169 | GRE V 155,Applied on Feb 26th for the March 15 deadline.
University of Pennsylvania,Architecture,"March 05, 2020",Accepted on 5 Mar,F20,American,,,
University of Pennsylvania,Master Of Architecture,"March 05, 2020",Accepted on 6 Mar,F20,International,3.50,GRE 162 | GRE V 165 | GRE AW 4.50,Thank you so much Penn what a relief (Early Notice this morning)
University of Pennsylvania,Architecture,"March 05, 2020",Accepted on 5 Mar,F20,American,3.76,GRE 154 | GRE V 161 | GRE AW 4.00,"Early notification letter! My top choice, super excited!!"
University of Pennsylvania,Architecture,"March 05, 2020",Accepted on 5 Mar,F20,International,3.60,,
California University Of Pennsylvania,Speech Language Pathology,"March 04, 2020",Accepted on 4 Mar,F20,American,,,
